Student_ID,Department,Attendance_in_percent,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
S1335,Business,81.37,62.86,81.21,73.05,86.4,6.46,93.01,90.27,A
S1336,Engineering,50.01,84.88,51.54,63.33,62.79,0.54,97.3,54.61,D
S1337,CS,88.16,50.51,65.35,52.45,58.43,8.95,56.03,84.63,A
S1338,Business,87.34,65.47,77.48,54.33,69.08,3.27,51.4,90.77,A
S1339,Engineering,75.49,46.89,92.36,90.09,76.49,6.32,55.49,52.04,F
S1340,Business,95.15,48.32,67.37,95.57,54.87,9.16,95.71,64.85,A
S1341,CS,95.42,77.05,88.51,57.61,78.59,8.11,57.87,66.2,A
S1342,CS,76.2,76.45,86.98,,50.77,6.38,78.63,92.73,D
S1343,Engineering,80.4,52.8,64.87,82.61,94.59,7.04,61.38,89.02,D
S1344,CS,99.83,68.47,70.06,97.71,96.04,9.21,51.03,82.82,A
S1345,Business,64.94,91.8,82.03,64.98,86.65,8.12,54.23,90.24,B
S1346,CS,66.23,50.45,41.87,92.76,73.33,6.1,85.49,72.67,A
S1347,Engineering,59.14,41.15,93.45,75.3,62.74,6.59,59.12,93.74,D
S1348,CS,94.79,79.12,86.19,97.83,87.21,1.47,61.46,61.71,A
S1349,CS,87.22,43.21,54.96,56.81,96.59,4.7,68.86,85.23,A
S1350,Business,55.28,98.8,98.87,,57.93,3.01,82.86,62.09,F
S1351,CS,99.09,76.58,50.76,72.05,73.29,4.32,73.47,51.99,A
S1352,Engineering,86.55,68.22,94.85,97.65,65.76,6.62,97.23,64.21,B
S1353,Mathematics,92.53,65.8,59.47,72.93,67.84,1.49,71.71,74.65,A
S1354,Engineering,,74.38,85.79,76.5,70.29,0.17,59.96,92.17,A
S1355,Business,75.25,45.44,67.38,90.24,97.59,3.97,76.81,75.44,F
S1356,CS,84.93,95.8,84.19,86.13,62.93,3.22,72.54,58.96,A
S1357,CS,77.15,77.54,49.35,80.98,74.63,4.2,89.36,99.64,D
S1358,Business,83.33,51.04,56.17,70.85,97.57,9.31,96.76,63.5,A
S1359,Business,,73.75,45.99,89.62,73.8,7.07,91.81,99.26,B
S1360,Engineering,68.72,48,91.91,97.41,93.18,3.27,69.45,96.82,B
S1361,Engineering,92.43,41.05,57.78,50.49,52.94,1.79,60.81,77.12,A
S1362,Engineering,58.15,77.83,81.67,79.39,97.65,6.18,95.72,54.6,D
S1363,CS,63.54,78.91,89.21,93.3,59.38,6.58,69.3,84.77,B
S1364,Business,52.17,75.02,94.09,82.66,99,4.84,88.51,92.29,C
S1365,Engineering,68.22,51.01,46.38,90.04,58.78,2.13,99.48,72.27,B
S1366,Engineering,69,76.21,93.58,94.75,72.22,0.29,78.87,61.95,F
S1367,Business,90.26,43.39,51.84,87.55,65.43,2.66,73.99,90.14,A
S1368,CS,82.66,76.55,84.21,,71.66,4.57,84.99,77.25,F
S1369,CS,71.84,73.24,83.73,98.24,62.53,7.88,59.7,59.88,D
S1370,Business,82.61,79.32,40.51,93.18,98.27,8.54,74.41,97.48,C
S1371,Business,52.64,93.73,53.24,90.77,65.29,4.13,65.62,97.4,D
S1372,Engineering,59.01,91.02,69.51,54.32,82.66,7.96,58.21,68.35,C
S1373,CS,81.35,98.84,65.2,,56.87,9.93,80.51,53.2,D
S1374,CS,82.07,98.57,95.11,77.84,91.22,7.17,78.79,81.54,B
S1375,Engineering,88.71,86.34,61.58,85.48,77.13,7.29,88.06,65.86,B
S1376,CS,70.15,97.39,96.22,65.16,98.97,9.1,93.65,53.32,B
S1377,Business,86.13,92.04,67.57,54.67,71.17,3.38,61.02,94.59,A
S1378,Mathematics,,83.65,97.86,65.55,59.77,0.11,88.99,99.91,D
S1379,Business,,44.52,84.24,,67.3,9.87,68.37,67.52,C
S1380,CS,60.76,42.94,89.76,93.87,86.85,4.9,81.44,87.24,D
S1381,Business,77.58,90.26,46.29,95.65,82.96,7.86,92.51,53.29,A
S1382,CS,80.09,69.38,75.17,68.94,88.92,8.12,62.81,68.49,F
S1383,CS,99.93,88.88,48.56,68.63,53.67,3.98,80.05,55.44,A
S1384,CS,60.06,58.78,57.86,70.34,79.02,5.41,74.02,52.77,C
S1385,CS,76.16,63.86,77.41,68.79,96.61,5.4,89.53,79.44,A
S1386,Mathematics,67.31,82.01,83.57,83.31,55.4,2.2,84.86,90.1,D
S1387,CS,76.29,94.92,42.35,67.92,54.72,1.18,88.48,72.65,C
S1388,CS,61.61,45.27,71.86,51.02,85.83,5.44,64.4,76.21,D
S1389,Mathematics,52.38,91.69,73.92,71.95,65.76,1.2,85.22,63.54,F
S1390,CS,78.63,87.58,44.73,61.21,82.93,3.46,80.29,86.82,B
S1391,Business,66.79,58.93,70.04,51.44,77.27,1.86,72.83,68.05,C
S1392,CS,59.1,61.31,82.83,73.54,99.3,7.07,68.92,53.37,C
S1393,CS,66.2,42.79,43.19,60.3,94.45,8.72,66.58,58.28,D
S1394,Mathematics,52.46,40.94,85.62,72.64,83.9,5.78,50.48,56.42,D
S1395,CS,97.52,68.62,74.59,63.89,63.08,4.1,58.48,71.79,B
S1396,Engineering,79.06,45.73,89.99,80.19,63.1,9.97,52.95,53.26,F
S1397,CS,90.74,51.64,53.08,99.54,94.11,0.21,92.42,90.32,A
S1398,CS,71.16,90.81,90,77.36,79.27,3.04,93,95.4,F
S1399,CS,95.17,74.26,45.67,82.34,89.46,2.79,92.31,62.42,A
S1400,CS,74.17,78.02,64.23,95.96,72.49,3.56,90.9,74.28,D
S1401,CS,78.7,51.25,51.97,68.7,55.15,2.31,61.07,75.95,B
S1402,Business,74.59,89.72,92.56,,66.63,2.64,74.59,99.25,C
S1403,Engineering,86.66,92.08,82.3,64.14,58.06,2.58,95.39,53.28,B
S1404,CS,78.33,71.4,41.52,70.14,89.09,5.06,87.99,83.39,A
S1405,Engineering,63.58,94.75,40.57,82.25,85.03,3.91,50.09,67.29,B
S1406,Mathematics,57.28,90.69,57.47,50.23,54.42,6.39,72.97,75.09,D
S1407,Mathematics,80.31,83.88,48.6,92.67,81.07,5.14,50.53,60.85,C
S1408,Business,74.46,84.04,77.82,53.8,93.71,1.83,64.03,58.01,A
S1409,Business,54.8,46.32,79.83,95.03,84.87,8.1,71.79,62.18,C
S1410,CS,69.78,56.25,96.52,97.47,75.56,4.72,94.64,53.56,F
S1411,CS,75.74,44.01,97.12,99.51,65.59,1.53,82.72,63.9,D
S1412,Engineering,91.34,40.52,79.53,,94.35,1.67,68.12,84.52,A
S1413,Engineering,53.81,49.5,40.34,57.09,71.14,7.97,74.53,82.57,F
S1414,Engineering,67.42,92.83,61.54,85.31,92.77,7.03,90.87,77.72,A
S1415,Engineering,91.13,54.39,70.79,60.17,89.15,5.07,64.98,50.02,A
S1416,Mathematics,82.42,98.21,69.95,94.86,90.81,3.06,80.75,56.29,D
S1417,Business,64.5,75.84,76.2,65.83,99.49,4.61,63.11,92.14,A
S1418,Engineering,92.27,54.24,97.63,66.34,87.44,6.36,74,63.59,A
S1419,Business,74.66,69.83,93.11,95.88,51.7,8.79,51.23,95.61,C
S1420,CS,74.92,53.15,46.53,50.66,60.27,5.56,92.61,93.73,A
S1421,CS,98.83,99.04,55.96,59.7,51.76,2.77,52.42,57.75,A
S1422,CS,97.36,90.84,89.99,,59.5,0.43,61.22,94.91,B
S1423,Engineering,67.93,41.57,89.46,85.04,53.07,1.75,66.68,81.39,A
S1424,CS,57.03,96.87,56.52,82.38,75.08,6.5,81.26,81.51,F
S1425,Business,66.28,83.26,83.84,83.47,51.41,1.6,86,92.63,C
S1426,CS,51.52,44.94,80.32,94,73.63,4.82,54.02,70.25,D
S1427,Engineering,51.04,80.24,68.41,56.05,94.94,6.99,52.17,86.76,F
S1428,CS,69.78,78.82,52.09,76.11,87.43,3.08,89.95,83.39,C
S1429,CS,,53.13,93.32,86.27,97.2,6.69,85.61,88.58,F
S1430,Business,93.57,85.51,80.67,81.81,61.33,5.81,91.58,83.01,A
S1431,Engineering,75.57,45.22,50.14,72.42,76.55,4.39,83.83,54,B
S1432,Mathematics,78.26,69.37,82.29,50.86,65.93,8.97,87.55,64.64,F
S1433,Mathematics,50.3,40.6,84.49,53.02,74.69,6.92,68.95,97,D
S1434,CS,60.78,98.12,93.21,55.95,77.85,3.61,79.51,61.17,D
S1435,CS,,85.09,53.37,67.16,51.81,8.04,90.27,73.61,F
S1436,Business,87.73,49.53,99.33,55.88,61.66,7.38,58.61,67.85,A
S1437,Mathematics,57.28,60.5,49.2,71.3,85.24,7.92,71.14,54.31,C
S1438,Engineering,,49.63,76.04,58.93,88.65,6.41,87.02,59.06,C
S1439,Business,82.17,86,79.43,88.96,78.47,3.79,76.63,64.33,B
S1440,Business,61.47,43.53,65.14,93.57,63.54,3.49,84.08,73.17,D
S1441,CS,,90.42,68.5,69.48,70.25,6.54,64.64,93.73,A
S1442,Engineering,81.38,96.53,93.45,75.57,54.8,1.31,51.62,75.78,B
S1443,Business,95.04,80.6,78.72,97.67,97.66,8.2,51.46,82.6,A
S1444,Engineering,85.92,52.78,69.82,76.78,93.43,3.7,97.14,71.3,A
S1445,CS,,61.61,47.7,,53.28,6.3,97.23,93.5,D
S1446,CS,79.37,68.63,40.44,57.11,58.32,4.99,60.56,83.13,C
S1447,CS,65.54,76.28,47.5,93.11,79.05,5.19,57.37,54.53,A
S1448,CS,99.96,80.12,97.37,74.86,61.62,7.38,50.91,73.88,B
S1449,Mathematics,87.44,73.25,85.85,51.14,96.72,6.27,61.56,91.36,A
S1450,CS,80.72,61.08,98.03,98.61,87.78,2.5,66.72,86.68,F
S1451,CS,71.16,93.46,42.14,98.25,63.66,0.74,62.06,95.27,D
S1452,CS,80.91,44.88,80.81,69.16,50.31,8.4,89.87,61.38,C
S1453,Engineering,67.08,67.98,42.66,97.71,89.97,8.85,87.47,98.86,C
S1454,Engineering,51.44,86.53,86.92,57.05,71.2,1.64,54.05,64.25,D
S1455,CS,69.75,43.65,62.86,84.01,82.12,3.09,84.87,52.51,F
S1456,CS,96.52,82.32,45.75,59.6,64.35,2.82,76.03,74.78,A
S1457,CS,81.32,89.18,74.08,62.33,57.14,9.37,56.61,55.52,F
S1458,Engineering,54.2,79.65,56.81,88.97,83.77,2.05,86.98,84.07,F
S1459,CS,,40.78,79.57,68.87,72.52,1.67,54.3,95.03,C
S1460,Mathematics,63.44,50.81,79.49,50.36,61.76,1.82,58.86,96.07,D
S1461,Engineering,62.19,60.53,82.3,70.71,56.88,7.3,57.46,80.35,F
S1462,CS,64.85,54.02,99.55,61.4,79.02,8.88,96.95,76.76,F
S1463,Business,78.86,97.76,63.2,84.17,86.28,3.93,84.91,99.7,F
S1464,CS,77.23,79.1,67.92,59.72,64.19,1.36,70.56,78.97,F
S1465,Engineering,74.57,57.82,88.28,92.11,86.76,5.86,91.11,96.37,F
S1466,CS,85.88,95.78,74.7,63.35,59.16,2.1,60.8,95.83,A
S1467,Engineering,65.83,84.44,42.24,69.65,66.92,0.64,96.55,64.48,C
S1468,Business,89.1,57.08,90.58,64.9,87.24,8.86,84.85,50.69,B
S1469,Mathematics,,62.73,43.09,82.2,83.01,8.71,77.98,71.96,B
S1470,CS,89.13,51.97,50.25,55.06,63.53,9.76,89.73,93.07,B
S1471,CS,83.19,98.26,46.12,73.9,56.11,4.74,82.24,91.81,D
S1472,Engineering,84.16,71.04,44.68,,52.12,2.94,94.36,80.18,B
S1473,Mathematics,74.08,93.76,41.54,,91.9,7.7,91.46,57.83,B
S1474,Mathematics,83.35,60.79,43.3,53.67,53.76,1.8,59.89,55.38,B
S1475,CS,53.99,91.65,66.55,,55.74,2.43,61.98,97.73,D
S1476,CS,92.58,43.23,55.17,58.38,61.89,2.56,53.25,71.07,A
S1477,Engineering,52.78,98.93,47.59,54.43,72.28,9.52,61.01,82.41,C
S1478,CS,57.44,94.72,79.52,60.12,89.49,7.3,67.17,95.29,F
S1479,CS,78.84,61.79,53.57,55.13,62.37,1.34,51.44,93.49,A
S1480,CS,86.97,86.48,41.14,76.05,77.18,0.93,65.75,78.35,A
S1481,Engineering,53.81,85.14,65.11,99.41,54.52,8.43,88.58,74.4,F
S1482,Mathematics,,94.08,58.63,51.72,73.23,8.02,92.02,86.76,C
S1483,Mathematics,,58.44,59.12,73.06,58.88,6.71,50.44,67.48,F
S1484,CS,80.3,67.93,66.72,69.3,60.56,1.96,50.36,81.27,A
S1485,Engineering,74.06,91.9,80.13,66.98,68.34,4.8,57.32,51.16,A
S1486,Business,87.07,86.71,76.99,66.59,88.07,6.03,93.63,91.22,A
S1487,CS,66.42,63.61,96.24,94.75,87.2,9.32,73.46,99.9,C
S1488,Engineering,,90.74,71.06,,70.75,1.69,99.15,97.74,F
S1489,Engineering,95.81,42.82,68.35,88.75,55.93,5.15,94.37,67.99,A
S1490,CS,97.78,86.92,52.8,62.65,64.03,1.58,94.51,76.56,A
S1491,Engineering,96.35,52.41,85.32,69.16,75.27,4.44,56.42,61.81,A
S1492,CS,63.12,57.17,48.45,71.01,93.47,2,73.76,65.15,C
S1493,Engineering,61.62,69.59,69.47,65.24,98.41,8.36,99.68,72.87,F
S1494,CS,64.88,66.98,65.28,54.68,81.87,2.55,57.45,87.35,F
S1495,CS,72.07,71.23,79.5,55.72,67.53,4.17,78.71,50.89,D
S1496,CS,65.71,72.69,95.06,64.91,84.67,4.08,67.21,69.69,A
S1497,Business,68.71,59.89,96.8,91.09,66.81,8.66,69.39,77.82,F
S1498,Engineering,81.03,50.51,50.07,56.73,81.27,7.58,94.54,60.76,A
S1499,Engineering,88.13,86.11,55.71,,62.19,0.58,79.4,53.92,A
S1500,Engineering,86.78,64,88.7,64.44,63.35,0.67,87.94,76.98,A
S1501,Engineering,90.72,70.35,71.1,94.17,53.76,5.51,83.66,81.89,A
S1502,CS,51.61,78.68,67.18,71.42,71.01,4.28,76.45,82.05,C
S1503,Business,52.39,94.58,82.64,58.59,80.91,2.76,89.59,67.83,D
S1504,CS,89.47,82.45,76.12,99.29,89.44,7.93,98.54,61.87,A
S1505,CS,76.65,42.73,98.24,58.83,90.52,1.29,98.34,61.02,F
S1506,Business,78.91,90.31,75.04,78.38,99.62,9.74,89.47,52.03,F
S1507,CS,52.63,99.36,67.96,78.46,54.39,0.24,74.37,59.23,D
S1508,CS,62.77,68.35,72.57,68.64,74.66,1.18,58.16,90.93,A
S1509,Engineering,81.92,98.18,88.51,97.57,76.07,3.11,52.22,50.15,C
S1510,Engineering,92.96,72.84,76.76,92.19,90.23,5.09,61.57,52.19,A
S1511,Business,95.85,67.58,78.82,91.49,63.32,2.16,67.01,56.35,B
S1512,Engineering,75.02,59.88,98.29,,53.47,7.36,56.49,71.01,B
S1513,Engineering,77.27,79.45,77.1,72.86,65.69,3.58,61.24,66.69,F
S1514,Business,91.65,53.79,62.82,54.86,99.2,0.39,54.18,58.89,A
S1515,CS,76.88,46.3,81.48,88.27,94.97,8.78,76.18,55.55,A
S1516,CS,75.84,41.63,79.57,69.04,69.76,9.44,56.32,96.94,F
S1517,Engineering,95.25,57.54,40.83,59.52,93.81,6.19,87.14,95.56,B
S1518,CS,,63.75,68.04,74.16,51.64,8.07,66.63,88.59,B
S1519,Mathematics,95.45,73.12,84.57,96.29,65.71,1.21,83.6,62.6,B
S1520,Business,60.91,57.56,69.94,58.57,86.34,2.69,94.13,66.18,C
S1521,CS,76.22,99.04,86.78,92.43,61.07,3.25,54.3,83.29,A
S1522,CS,92.12,57.5,67.05,70.91,59.92,9.61,99.45,64.58,A
S1523,CS,55.56,66.46,99,,93.09,5.12,82.26,76.53,F
S1524,CS,89.73,46.2,57.57,92.42,80.8,0.07,52.67,82.56,A
S1525,CS,59.15,55.64,45.53,98.48,99.45,3.8,65.7,75.96,D
S1526,Engineering,,42.9,65.8,64.56,56.73,0.08,94.31,70.66,D
S1527,Business,80.6,73.57,72.5,65.18,67.81,2.38,79.81,67.39,D
S1528,Business,59.66,85.06,60.95,69.53,65.56,4.55,64.36,88.89,F
S1529,CS,73.67,51.74,54.54,90.71,94.01,3.23,97.02,86.95,C
S1530,CS,84.1,62.07,80.32,50.52,62.76,0.33,89.36,84.81,A
S1531,Engineering,,41,62.63,61.2,67.67,1.16,86.78,68.73,F
S1532,Business,71.36,90.37,77.88,85.29,57.14,5.51,94.42,88.79,B
S1533,Business,94.97,86.8,86.74,70.28,88.77,6.96,88.49,97.89,B
S1534,Mathematics,75.96,43.8,85.66,66.51,61.89,4.05,64.34,84.45,D
S1535,Engineering,75.29,61.89,62.52,93.61,53.42,7.31,79.19,70.39,C
S1536,Engineering,53.11,97.32,74.07,95.87,71.76,1.63,92.11,89.82,D
S1537,CS,96.11,63.52,66.98,97.4,69.57,1.22,59.04,80.47,A
S1538,Engineering,58.86,71.57,92.25,63.63,58.88,8.39,58.15,93.88,D
S1539,CS,76.42,61.31,92.73,95.63,56.68,3.39,57.95,85.66,A
S1540,Engineering,90.18,75.77,60.62,86.85,94.83,4.32,59.71,88.5,B
S1541,Engineering,60.77,98.69,45.5,57.71,53.39,9.48,55.16,83.37,C
S1542,CS,,99.85,50.05,80.51,54.97,4.24,91.88,54.6,C
S1543,CS,62.03,86.48,62.02,51.32,62.25,0.03,90.92,74.26,B
S1544,CS,87.98,64.26,73.85,85.42,97.64,9.38,57.57,52.82,A
S1545,CS,78.22,69.67,79.41,86.68,54.27,0.14,85.28,72.38,C
S1546,CS,,61.4,59.88,89.47,90.8,6.62,81.35,85.82,B
S1547,CS,94.73,99.13,80.05,58.63,94.6,3.23,63.81,71.06,A
S1548,CS,82.44,82.47,96.26,,68.89,4.7,61.37,50.08,C
S1549,CS,86.27,66.94,79.12,58.94,64.69,5.47,62.53,68.46,A
S1550,Mathematics,77.46,40.73,49.51,97.33,83.87,4.08,86.53,53.39,B
S1551,CS,69.22,71.23,74.78,83.75,85.13,7.74,65.97,89.03,A
S1552,CS,82.41,99.04,72.51,54.77,89,9.31,63.9,89.19,B
S1553,Engineering,95.41,71.38,92.24,,91.53,0.86,51.12,90.32,A
S1554,Business,70.83,50.95,61.02,,63.42,8,95.41,51.52,B
S1555,Engineering,65.72,41.33,65.38,73.83,84.35,1.29,87.64,51.61,D
S1556,CS,,61.28,75.92,,56.75,0.8,73.64,95.17,D
S1557,Engineering,71.77,95.09,71.47,64.04,75.54,9.56,97.15,56.18,F
S1558,Business,53.68,99.79,83.14,82.9,80.64,4.89,64.68,83.5,F
S1559,Business,74.92,96.72,42.42,58.85,58.09,1.53,83.74,89.77,D
S1560,Engineering,74.72,83.77,73.81,77.19,53.83,5.7,65.26,72.39,D
S1561,Business,79.42,73.49,47.3,97.89,59.74,2.63,65.73,77.32,B
S1562,Business,68.14,75.44,58.91,81.41,71.03,4.64,92.24,61.37,B
S1563,Engineering,80.66,72.34,79.7,52.5,94.39,6.25,89.35,96.18,C
S1564,Engineering,93.91,82.42,49.44,99.44,76.6,8.69,64.71,65.09,B
S1565,Engineering,97.77,65.13,58.53,57.84,87.42,0.03,54.07,60.89,B
S1566,Business,79.18,80.15,82.18,85.9,58.71,2.14,67.88,76.27,D
S1567,CS,,47.3,79.05,76.63,55.3,0.96,88,59.53,C
S1568,Mathematics,98.46,55.94,45.46,64.72,61.98,0.97,55.03,84.33,B
S1569,CS,85.29,90.16,74.64,58.87,65.69,9.46,83.61,75.76,A
S1570,Engineering,,94.22,48.84,58.89,77.41,9.36,94.49,57.39,F
S1571,Business,57.36,72.34,55.14,92.92,94.06,7.49,58.96,53.36,F
S1572,CS,57.17,41.9,67.55,93.65,71.3,6.43,93.11,56.85,F
S1573,Engineering,58.39,95.62,46.56,73.26,75.94,8.48,52.57,56.83,D
S1574,CS,52.28,82.12,99.62,55.18,50.23,0.58,83.34,65.64,D
S1575,CS,,64.84,49.92,94.21,51.67,1.19,89.55,91.66,A
S1576,CS,77.04,75.9,86.88,,54.19,3.17,72.24,52.86,B
S1577,CS,85,65.79,89.79,71.94,84.95,8.32,60.19,56.4,F
S1578,CS,91.41,67.92,99.67,70.37,74.31,4.72,96.24,65.14,B
S1579,Mathematics,89.58,93.21,65.72,68.25,59.65,5.04,51,77.67,A
S1580,Mathematics,94.13,49.67,92.45,76.3,79.63,2.29,77.75,88.14,B
S1581,CS,98.36,46.22,97.45,80.23,77.23,6.48,68.64,96.06,A
S1582,Business,71.95,40.16,50.37,73.32,54.44,8.88,73.05,70.6,D
S1583,CS,97.52,58.84,68.77,,82.02,3.3,76.83,55.29,A
S1584,CS,86.16,48.84,43.6,65.88,88.36,6.19,76.74,60.68,B
S1585,CS,53.53,53.2,77.24,,64.33,3.32,60.18,64.36,F
S1586,Mathematics,84.09,40.67,74.88,65,84.37,7.93,83.99,89.3,C
S1587,Mathematics,,53.63,52.25,87.67,59.99,4.75,50.96,84.33,D
S1588,CS,95.29,59.96,87.87,,87.84,3.39,51.06,60.45,B
S1589,CS,68.65,41.89,42.24,59.43,95.59,4.2,73.92,91.94,D
S1590,CS,79.25,76.47,88.37,90.06,72.09,0.91,77.1,92.96,B
S1591,Engineering,50.61,74.13,41.6,,62.23,8.66,63.74,94.12,F
S1592,Engineering,66.6,45.82,79.41,81.29,69.96,9.58,77.58,63.75,D
S1593,CS,53.11,75.7,44.73,98.51,62.5,4.77,75.81,56.69,D
S1594,Business,76.09,99.92,55.07,76.14,50.06,2.21,67.46,55.2,B
S1595,CS,90.87,96.67,83.31,59.37,82.52,6.65,82.59,70,A
S1596,Mathematics,,40.16,56.82,66.03,52.13,4.52,97.9,71.47,F
S1597,Engineering,,87.72,70.67,91.17,60.52,2.52,74.54,93.41,F
S1598,Engineering,60.2,61.22,94.91,67.58,86.12,0.38,89.3,63.39,A
S1599,Business,56.03,43.82,42.98,86.18,83.29,8.9,62.38,81.34,F
S1600,Business,75.55,57.76,88.66,88.87,53.67,7.97,88.1,89.41,F
S1601,CS,53.96,59.3,43.92,75.06,83,8.29,82.45,63.46,C
S1602,CS,,71.39,47.61,89.16,96.53,4.4,81.98,63.36,B
S1603,Mathematics,51.57,79.67,47.16,65.85,53.73,7.53,94.65,83.46,C
S1604,CS,55.34,84.94,99.65,,70.78,5.81,61.67,86.31,C
S1605,CS,77.5,54.75,50.81,84.33,86.47,3.75,68.42,97.99,C
S1606,Engineering,79.57,59.31,93.81,58.4,83.39,8.43,54.15,92.5,D
S1607,Business,51.45,58.5,99.46,63.68,61.33,9.99,86.31,91.1,C
S1608,Business,78.67,61.76,63.03,,58.15,8.99,92.19,84.62,C
S1609,Mathematics,91.93,99.98,77.86,,89.21,7.76,70.29,55.92,A
S1610,Engineering,86.12,86.68,86.75,74.67,97.81,7.48,67.84,90.46,A
S1611,CS,56.56,98.5,63.56,,88.38,6.5,82.93,96.77,D
S1612,Engineering,79.62,81.59,49.71,74.1,98.16,8.54,53.78,69.54,F
S1613,Business,83.61,64.38,66.03,94.07,80.25,4.93,64.69,65.68,F
S1614,CS,51.86,63.38,86.31,86.8,96.45,1.82,68.31,76.12,F
S1615,CS,92.77,69.31,86.85,65.73,84.52,7.68,75.93,97.82,A
S1616,CS,95.31,65.01,53.83,69.76,95.44,9.2,73.83,52.54,B
S1617,Engineering,92.52,89.7,50.5,83.38,58.08,3.41,60.43,85.44,B
S1618,Business,91.23,67.9,95.23,,90.78,7.83,77.04,90.73,A
S1619,Engineering,87.25,57.74,42.64,58.94,59.84,2.74,96.29,89.44,A
S1620,Mathematics,81.67,86.49,84.08,75.73,51.37,9.43,51.35,78.34,A
S1621,CS,83.93,91.27,42.79,55.94,75.88,6.83,84.02,96.03,A
S1622,Mathematics,,65.23,90.27,63.97,65.91,5.69,81.24,56.73,C
S1623,Business,83.12,80.07,94.32,84.3,52.18,7.8,96.22,62.26,C
S1624,CS,66.39,43.53,57.85,53.89,99.02,8.13,82.27,65.35,C
S1625,Mathematics,68.8,71.77,44.44,83.12,83.32,8.92,81.24,50.43,A
S1626,CS,94.85,42.7,68.84,95.04,95.09,9.01,88.49,68.53,A
S1627,Business,50.86,41.75,57.91,98.47,99.95,0.53,63.39,58.03,F
S1628,Business,84.94,76.78,65.03,60.83,69.6,1.23,79.79,86.23,C
S1629,Business,97.74,58.2,79.9,87.44,62.74,8.26,75.97,70.75,A
S1630,Engineering,85.31,84.55,52.59,96.32,59.19,9.46,71.92,85.22,A
S1631,CS,99.7,93.76,61.42,54.57,75.76,3.08,53.97,64.68,B
S1632,Engineering,84.38,48.36,86.95,70.7,80.3,0.09,64.63,56.6,C
S1633,CS,51.72,83.47,78.63,95.97,73.62,3.23,64,56.6,F
S1634,Business,91.35,70.87,59.58,60.14,69.36,3.83,86.21,60.16,B
S1635,Business,64.23,46.73,79.86,96.69,58.41,7.61,96.03,55.76,B
S1636,Mathematics,72.3,79.1,85.92,76.36,72.09,0.48,61.54,61.03,B
S1637,CS,65.6,76.57,75.55,54.99,54.26,2.13,53.73,78.95,C
S1638,Business,63.43,70.94,54.37,72.49,93.25,8.94,100,62.82,A
S1639,Mathematics,71.57,95.59,40.01,66.31,52.35,1.55,84.56,67.15,D
S1640,Business,68.94,71.26,88.17,64.11,69.03,7.59,94.32,52.64,D
S1641,CS,81.67,99.43,89.36,77.07,55.01,3.61,57.19,94.61,D
S1642,CS,,70.55,81.86,74.18,88.75,6.63,90.04,56.91,A
S1643,CS,64.85,46.95,44.59,74.1,65.64,0.74,90.67,67.43,B
S1644,Engineering,60.69,68.23,75.11,54.41,55.66,2.87,57.57,68.97,C
S1645,Engineering,83.34,50.94,89.26,90.12,76.57,4.25,58.07,88.61,B
S1646,Mathematics,83.52,75.83,63.38,74.07,95.81,8.57,64.77,74.18,D
S1647,CS,95.06,81.59,51.88,91.05,95.43,5.63,60.84,69.15,A
S1648,CS,50.8,68.11,75.26,91.23,62.48,0.45,98.77,84.79,D
S1649,Engineering,,45.86,89.58,65.86,85.98,8.02,68.15,79.85,A
S1650,Business,76.05,68.12,42.93,50.22,51.51,0.55,88.07,53.91,A
S1651,Mathematics,81.07,44.89,75.82,95.56,56.59,9.34,90.25,65.64,C
S1652,Business,54.57,80.93,78.59,,74.97,2.12,69.3,98.93,F
S1653,Engineering,71.63,87.42,76.14,55.36,61.44,4.88,84.13,74.17,F
S1654,Engineering,61.37,97.74,79,85.09,89.91,0.72,55.39,71.21,C
S1655,Business,62.71,48.93,77.88,51,96.55,5.62,69.85,57.5,C
S1656,Engineering,75.2,71.95,47.82,51.39,50.22,4.97,98.37,91.95,C
S1657,CS,90.62,74.05,54.1,,61.65,4.1,58.43,56.67,B
S1658,CS,87.19,95.35,77.14,54.8,71.98,0.36,69.29,55.25,A
S1659,CS,,77.64,41.06,98.22,78.15,8.79,89.53,71.95,B
S1660,Business,76.97,48.73,78.08,94.69,95.8,8.03,83.27,71.83,A
S1661,CS,71.37,66.18,79.92,82.49,94.59,6.33,81.58,99.07,D
S1662,CS,98.64,79.29,54.35,53.19,81.86,5.72,92.66,56.38,A
S1663,CS,78.01,82.02,75.89,66.24,62.87,6.95,51.45,74.19,D
S1664,Engineering,62.7,91.78,72.05,68.59,89.16,1.44,88.56,60.06,F
S1665,CS,61.5,50.83,55.64,74.04,60.13,9.33,94.13,85.09,A
S1666,Engineering,80.57,97.09,67.78,58.45,98.26,2.85,50.81,69.58,F
S1667,CS,76.14,43.55,94.58,78.88,50.29,6.56,77.95,82.42,A
S1668,CS,50.38,99.03,65.6,71.79,78.49,6.07,67.43,66.92,C
S1669,Engineering,91.5,91.47,77.79,,54.42,6.37,52.54,78.23,B
S1670,CS,85.21,79.62,42.12,96.81,70.38,8.79,70.89,73.46,A
S1671,CS,83.09,84.1,44.67,78.27,81.75,2.96,82.2,68.72,C
S1672,CS,53.44,44.36,44.88,82.22,84.48,7.49,95.95,76.88,F
