Student_ID,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level
S4882,No,PhD,Medium
S4883,Yes,None,Low
S4884,Yes,,Medium
S4885,Yes,Bachelor's,Medium
S4886,Yes,,Medium
S4887,Yes,Bachelor's,High
S4888,Yes,,Low
S4889,Yes,High School,Medium
S4890,Yes,Master's,Medium
S4891,Yes,None,Low
S4892,Yes,,Low
S4893,Yes,Master's,Medium
S4894,Yes,PhD,Low
S4895,Yes,Master's,Medium
S4896,Yes,Master's,High
S4897,Yes,High School,Low
S4898,Yes,Bachelor's,Medium
S4899,Yes,High School,Medium
S4900,Yes,,Medium
S4901,Yes,Master's,Medium
S4902,Yes,High School,High
S4903,Yes,None,High
S4904,Yes,Master's,Medium
S4905,Yes,,Medium
S4906,Yes,PhD,Medium
S4907,Yes,Bachelor's,Medium
S4908,No,,Low
S4909,Yes,Master's,Low
S4910,Yes,,Low
S4911,Yes,None,Medium
S4912,Yes,PhD,Low
S4913,Yes,,Medium
S4914,Yes,High School,Low
S4915,Yes,None,Medium
S4916,Yes,PhD,Medium
S4917,No,,Medium
S4918,Yes,None,Medium
S4919,Yes,,High
S4920,Yes,,High
S4921,Yes,PhD,Medium
S4922,Yes,Master's,Low
S4923,Yes,PhD,Low
S4924,Yes,,Low
S4925,Yes,None,Medium
S4926,Yes,Bachelor's,Medium
S4927,No,High School,Medium
S4928,Yes,Master's,Low
S4929,Yes,PhD,Low
S4930,Yes,PhD,Medium
S4931,Yes,,Low
S4932,No,PhD,Low
S4933,Yes,PhD,Low
S4934,Yes,,Medium
S4935,Yes,,Medium
S4936,Yes,Master's,Low
S4937,Yes,High School,Low
S4938,Yes,Bachelor's,Medium
S4939,Yes,None,High
S4940,Yes,Bachelor's,High
S4941,Yes,,Low
S4942,Yes,Master's,Low
S4943,Yes,Master's,Medium
S4944,Yes,,Medium
S4945,Yes,None,Low
S4946,No,Master's,Medium
S4947,Yes,Master's,Low
S4948,Yes,Bachelor's,Low
S4949,No,Bachelor's,Medium
S4950,Yes,None,Medium
S4951,Yes,None,Medium
S4952,Yes,Bachelor's,High
S4953,Yes,None,Low
S4954,Yes,High School,Medium
S4955,Yes,Bachelor's,Low
S4956,Yes,PhD,Low
S4957,Yes,None,Medium
S4958,Yes,Bachelor's,Low
S4959,Yes,PhD,Medium
S4960,Yes,High School,Low
S4961,Yes,High School,Medium
S4962,Yes,Master's,Low
S4963,Yes,PhD,Low
S4964,Yes,PhD,Medium
S4965,Yes,PhD,Low
S4966,Yes,,Medium
S4967,Yes,,Low
S4968,Yes,High School,Low
S4969,Yes,Bachelor's,Medium
S4970,Yes,PhD,Medium
S4971,Yes,,High
S4972,Yes,Master's,Medium
S4973,Yes,Master's,Low
S4974,Yes,PhD,Low
S4975,Yes,,Low
S4976,No,Master's,Low
S4977,Yes,PhD,Medium
S4978,Yes,Bachelor's,Low
S4979,No,Master's,Medium
S4980,Yes,None,Low
S4981,No,Bachelor's,High
S4982,Yes,PhD,Medium
S4983,Yes,Master's,High
S4984,Yes,Master's,High
S4985,Yes,,Medium
S4986,Yes,PhD,Low
S4987,Yes,,Low
S4988,Yes,PhD,Low
S4989,Yes,Master's,Medium
S4990,Yes,Master's,Medium
S4991,Yes,None,Medium
S4992,Yes,Bachelor's,Low
S4993,Yes,PhD,Medium
S4994,Yes,PhD,Low
S4995,Yes,PhD,High
S4996,Yes,High School,Low
S4997,Yes,None,Low
S4998,Yes,Bachelor's,Medium
S4999,No,PhD,Medium
S5000,No,,Low
S5001,Yes,Bachelor's,High
S5002,Yes,Bachelor's,Low
S5003,Yes,Master's,Low
S5004,Yes,,Low
S5005,Yes,PhD,Medium
S5006,Yes,PhD,Low
S5007,Yes,None,Low
S5008,Yes,High School,Medium
S5009,Yes,High School,High
S5010,No,High School,Low
S5011,Yes,High School,Low
S5012,Yes,Master's,Medium
S5013,Yes,None,Medium
S5014,Yes,None,High
S5015,Yes,Master's,Medium
S5016,Yes,PhD,Medium
S5017,Yes,Master's,Medium
S5018,Yes,High School,Medium
S5019,Yes,None,High
S5020,Yes,Master's,Low
S5021,Yes,High School,Low
S5022,Yes,High School,Low
S5023,Yes,Bachelor's,High
S5024,Yes,PhD,Medium
S5025,Yes,PhD,Low
S5026,No,PhD,Low
S5027,Yes,None,Low
S5028,Yes,,Medium
S5029,Yes,,Medium
S5030,Yes,None,Low
S5031,Yes,High School,High
S5032,No,PhD,Medium
S5033,Yes,None,Medium
S5034,Yes,PhD,Medium
S5035,Yes,High School,Medium
S5036,Yes,None,Medium
S5037,Yes,,Low
S5038,Yes,Master's,Low
S5039,Yes,None,Medium
S5040,Yes,,Medium
S5041,Yes,Bachelor's,High
S5042,Yes,High School,Low
S5043,Yes,Master's,Medium
S5044,Yes,High School,Low
S5045,Yes,,High
S5046,No,None,Medium
S5047,Yes,Master's,Medium
S5048,Yes,High School,Low
S5049,Yes,,Low
S5050,Yes,,Medium
S5051,Yes,Bachelor's,Medium
S5052,Yes,High School,High
S5053,Yes,PhD,Medium
S5054,Yes,High School,Low
S5055,Yes,High School,Medium
S5056,Yes,PhD,High
S5057,Yes,Bachelor's,High
S5058,Yes,,Medium
S5059,Yes,PhD,Low
S5060,Yes,Bachelor's,Medium
S5061,Yes,Master's,Medium
S5062,Yes,Master's,Medium
S5063,Yes,None,Low
S5064,Yes,PhD,Low
S5065,Yes,Master's,Medium
S5066,Yes,High School,Medium
S5067,Yes,Bachelor's,Low
S5068,Yes,Master's,Low
S5069,Yes,Master's,Medium
S5070,Yes,PhD,Medium
S5071,No,High School,Medium
S5072,Yes,Master's,Low
S5073,Yes,High School,Medium
S5074,Yes,Bachelor's,High
S5075,Yes,Bachelor's,Low
S5076,Yes,Bachelor's,Low
S5077,Yes,None,High
S5078,Yes,PhD,Medium
S5079,No,Bachelor's,Medium
S5080,Yes,None,Medium
S5081,Yes,None,Low
S5082,Yes,PhD,Low
S5083,Yes,Bachelor's,Low
S5084,Yes,PhD,Low
S5085,Yes,PhD,Low
S5086,Yes,,High
S5087,No,PhD,Low
S5088,Yes,,Low
S5089,No,Bachelor's,Low
S5090,Yes,PhD,Low
S5091,Yes,None,Low
S5092,Yes,Bachelor's,Low
S5093,Yes,High School,Medium
S5094,Yes,None,Medium
S5095,Yes,High School,Low
S5096,Yes,High School,Medium
S5097,Yes,Master's,Low
S5098,Yes,High School,Medium
S5099,Yes,,Low
S5100,Yes,PhD,Medium
S5101,Yes,,Medium
S5102,Yes,,Low
S5103,Yes,,Low
S5104,Yes,,Low
S5105,Yes,,Medium
S5106,Yes,High School,High
S5107,Yes,High School,High
S5108,Yes,None,Medium
S5109,Yes,None,High
S5110,No,Bachelor's,High
S5111,Yes,Bachelor's,Medium
S5112,Yes,Bachelor's,Low
S5113,Yes,High School,High
S5114,Yes,None,Low
S5115,Yes,,Medium
S5116,Yes,,Medium
S5117,Yes,,High
S5118,Yes,Bachelor's,Medium
S5119,Yes,Bachelor's,Low
S5120,Yes,None,Low
S5121,No,PhD,Low
S5122,Yes,PhD,Medium
S5123,Yes,Bachelor's,Low
S5124,Yes,,Medium
S5125,No,PhD,Medium
S5126,Yes,Bachelor's,Medium
S5127,Yes,,Low
S5128,No,,Medium
S5129,Yes,,Medium
S5130,No,Master's,Medium
S5131,Yes,PhD,High
S5132,No,High School,Low
S5133,Yes,High School,Low
S5134,Yes,High School,Medium
S5135,Yes,High School,High
S5136,Yes,Master's,Low
S5137,Yes,None,Medium
S5138,Yes,,Low
S5139,Yes,High School,Low
S5140,Yes,,High
S5141,Yes,PhD,Medium
S5142,Yes,PhD,Medium
S5143,Yes,,Medium
S5144,Yes,PhD,Medium
S5145,Yes,Bachelor's,Low
S5146,Yes,,High
S5147,Yes,PhD,Medium
S5148,Yes,Master's,Low
S5149,Yes,Bachelor's,Low
S5150,Yes,None,Low
S5151,Yes,High School,Low
S5152,Yes,PhD,Low
S5153,Yes,None,Low
S5154,Yes,None,Medium
S5155,No,High School,High
S5156,Yes,None,Medium
S5157,Yes,PhD,Medium
S5158,Yes,Bachelor's,Low
S5159,No,PhD,Low
S5160,Yes,Master's,Low
S5161,Yes,,High
S5162,No,High School,High
S5163,Yes,Master's,Medium
S5164,Yes,None,Low
S5165,Yes,None,Medium
S5166,No,Bachelor's,Medium
S5167,No,High School,High
S5168,Yes,PhD,Medium
S5169,Yes,None,Medium
S5170,Yes,Master's,Medium
S5171,Yes,,Medium
S5172,Yes,PhD,Medium
S5173,Yes,Master's,Medium
S5174,Yes,High School,High
S5175,Yes,Bachelor's,Low
S5176,Yes,Master's,High
S5177,Yes,,Medium
S5178,Yes,PhD,Medium
S5179,Yes,None,High
S5180,Yes,High School,High
S5181,Yes,Master's,Medium
S5182,Yes,PhD,High
S5183,Yes,None,Low
S5184,Yes,PhD,Medium
S5185,Yes,None,Low
S5186,Yes,Bachelor's,Low
S5187,Yes,Bachelor's,High
S5188,Yes,,Low
S5189,Yes,None,Medium
S5190,Yes,None,Low
S5191,Yes,,Medium
S5192,Yes,High School,Low
S5193,No,Bachelor's,Medium
S5194,Yes,Bachelor's,Medium
S5195,Yes,,Medium
S5196,Yes,None,High
S5197,Yes,Master's,Low
S5198,Yes,High School,Medium
S5199,Yes,None,Medium
S5200,Yes,None,Medium
S5201,Yes,Bachelor's,High
S5202,Yes,PhD,Medium
S5203,No,,High
S5204,No,None,Medium
S5205,Yes,,Medium
S5206,Yes,PhD,Low
S5207,Yes,Master's,High
S5208,Yes,Bachelor's,Low
S5209,Yes,Master's,High
S5210,Yes,High School,Medium
S5211,Yes,PhD,Medium
S5212,Yes,High School,Low
S5213,Yes,,Low
S5214,Yes,Master's,Low
S5215,Yes,,High
S5216,Yes,High School,Low
S5217,No,,Low
S5218,Yes,Master's,Low
S5219,No,PhD,High
S5220,Yes,,Medium
S5221,Yes,None,Low
S5222,Yes,Master's,Medium
S5223,No,None,Low
S5224,Yes,High School,Low
S5225,Yes,None,Medium
S5226,Yes,,Low
S5227,Yes,,Low
S5228,Yes,High School,Low
S5229,Yes,Master's,Medium
S5230,Yes,,High
S5231,Yes,Bachelor's,Medium
S5232,No,Bachelor's,Low
S5233,Yes,,Medium
S5234,Yes,,Low
S5235,Yes,High School,Medium
S5236,Yes,None,Medium
S5237,Yes,None,Medium
S5238,Yes,Master's,Low
S5239,Yes,High School,High
S5240,Yes,,Low
S5241,Yes,Master's,Low
S5242,Yes,PhD,High
S5243,Yes,Master's,High
S5244,Yes,,Low
S5245,No,Bachelor's,Medium
S5246,Yes,Bachelor's,Low
S5247,Yes,Bachelor's,High
S5248,Yes,Bachelor's,Medium
S5249,Yes,,Medium
S5250,Yes,,Low
S5251,Yes,Master's,Medium
S5252,Yes,High School,Medium
S5253,Yes,High School,Low
S5254,No,None,High
S5255,Yes,High School,Low
S5256,Yes,PhD,High
S5257,Yes,,Medium
S5258,Yes,Bachelor's,High
S5259,Yes,None,Medium
S5260,Yes,Master's,Medium
S5261,Yes,Master's,Low
S5262,Yes,Master's,Medium
S5263,Yes,Bachelor's,Low
S5264,Yes,None,Low
S5265,Yes,High School,Low
S5266,Yes,High School,Medium
S5267,Yes,Bachelor's,Medium
S5268,Yes,PhD,Low
S5269,No,,Low
S5270,Yes,PhD,Medium
S5271,Yes,High School,Low
S5272,Yes,Bachelor's,Medium
S5273,Yes,PhD,Low
S5274,Yes,,Low
S5275,No,,Low
S5276,Yes,Master's,Low
S5277,Yes,None,Low
S5278,Yes,,High
S5279,Yes,None,Medium
S5280,Yes,Bachelor's,Low
S5281,Yes,High School,Medium
S5282,Yes,Master's,Low
S5283,Yes,Master's,Medium
S5284,Yes,Bachelor's,High
S5285,Yes,None,Medium
S5286,Yes,,Medium
S5287,Yes,,Low
S5288,No,None,Medium
S5289,Yes,None,Low
S5290,Yes,High School,Medium
S5291,Yes,PhD,High
S5292,Yes,Bachelor's,Medium
S5293,Yes,Master's,High
S5294,Yes,PhD,Low
S5295,Yes,None,Medium
S5296,Yes,PhD,High
S5297,No,High School,Low
S5298,Yes,High School,High
S5299,Yes,None,Low
S5300,Yes,None,High
S5301,Yes,Bachelor's,Low
S5302,Yes,Master's,Low
S5303,Yes,,Low
S5304,No,PhD,Low
S5305,Yes,,High
S5306,Yes,None,Low
S5307,Yes,PhD,Medium
S5308,Yes,Master's,High
S5309,Yes,,High
S5310,Yes,,High
S5311,Yes,None,High
S5312,Yes,Master's,Low
S5313,Yes,Bachelor's,High
S5314,Yes,Bachelor's,Low
S5315,Yes,High School,Low
S5316,Yes,None,Low
S5317,No,,Medium
S5318,Yes,Master's,Low
S5319,Yes,Master's,Low
S5320,Yes,Bachelor's,Medium
S5321,No,None,Medium
S5322,Yes,,Low
S5323,Yes,Bachelor's,Medium
S5324,Yes,None,Low
S5325,Yes,High School,Medium
S5326,Yes,,Medium
S5327,Yes,High School,High
S5328,Yes,None,High
S5329,Yes,,Low
S5330,Yes,None,Low
S5331,No,Master's,High
S5332,Yes,Bachelor's,Medium
S5333,Yes,,Medium
S5334,Yes,None,Medium
S5335,Yes,High School,Medium
S5336,Yes,Master's,Low
S5337,Yes,Bachelor's,Medium
S5338,Yes,,High
S5339,Yes,PhD,Low
S5340,Yes,None,Low
S5341,No,High School,Medium
S5342,Yes,PhD,High
S5343,Yes,,High
S5344,Yes,Master's,Medium
S5345,Yes,High School,Medium
S5346,Yes,Master's,High
S5347,Yes,None,Low
S5348,No,Bachelor's,High
S5349,Yes,PhD,Low
S5350,Yes,High School,Medium
S5351,Yes,None,High
S5352,Yes,High School,Medium
S5353,Yes,PhD,Low
S5354,No,Bachelor's,High
S5355,Yes,,Medium
S5356,No,PhD,Low
S5357,Yes,None,Low
S5358,Yes,High School,Low
S5359,Yes,,Low
S5360,Yes,PhD,Medium
S5361,Yes,PhD,Medium
S5362,Yes,Bachelor's,High
S5363,Yes,PhD,Medium
S5364,Yes,,Low
S5365,Yes,PhD,Low
S5366,Yes,,Low
S5367,Yes,Bachelor's,High
S5368,Yes,,Low
S5369,Yes,None,Medium
S5370,Yes,,Medium
S5371,No,None,High
S5372,Yes,Master's,Low
S5373,Yes,None,Low
S5374,Yes,PhD,Low
S5375,Yes,Master's,Low
S5376,Yes,None,Medium
S5377,Yes,,Medium
S5378,Yes,Bachelor's,Medium
S5379,Yes,None,Low
S5380,Yes,None,Medium
S5381,Yes,Bachelor's,Low
S5382,Yes,Master's,High
S5383,Yes,Master's,High
S5384,Yes,,Medium
S5385,Yes,PhD,Low
S5386,Yes,PhD,High
S5387,Yes,High School,High
S5388,Yes,Bachelor's,Low
S5389,Yes,Master's,Medium
S5390,Yes,High School,Low
S5391,Yes,PhD,Low
S5392,Yes,Bachelor's,Low
S5393,Yes,PhD,Medium
S5394,Yes,,Low
S5395,Yes,PhD,Low
S5396,No,,Low
S5397,Yes,Master's,Low
S5398,Yes,Bachelor's,Medium
S5399,Yes,Master's,Medium
S5400,Yes,Bachelor's,Low
S5401,Yes,Bachelor's,Low
S5402,Yes,Master's,Medium
S5403,Yes,,High
S5404,Yes,Bachelor's,Medium
S5405,Yes,Bachelor's,Low
S5406,Yes,High School,Medium
S5407,Yes,PhD,Low
S5408,Yes,High School,Low
S5409,Yes,Bachelor's,Medium
S5410,Yes,Bachelor's,Low
S5411,Yes,,High
S5412,Yes,None,High
S5413,Yes,High School,Low
S5414,Yes,PhD,High
S5415,Yes,None,Low
S5416,Yes,Master's,Medium
S5417,Yes,Bachelor's,Medium
S5418,Yes,None,Medium
S5419,No,Master's,Low
S5420,No,,High
S5421,Yes,None,Low
S5422,Yes,Bachelor's,Medium
S5423,Yes,High School,Medium
S5424,Yes,Bachelor's,High
S5425,Yes,,Medium
S5426,Yes,PhD,Medium
S5427,Yes,Bachelor's,Low
S5428,Yes,None,Medium
S5429,Yes,Master's,Medium
S5430,Yes,Master's,Medium
S5431,Yes,PhD,Low
S5432,Yes,PhD,Low
S5433,Yes,None,Low
S5434,Yes,,Medium
S5435,Yes,PhD,High
S5436,Yes,,Medium
S5437,Yes,Bachelor's,Medium
S5438,Yes,,High
S5439,Yes,High School,Medium
S5440,Yes,PhD,Low
S5441,No,Bachelor's,Medium
S5442,Yes,,Medium
S5443,Yes,Master's,High
S5444,No,PhD,High
S5445,Yes,Master's,High
S5446,No,,Low
S5447,Yes,Master's,Low
S5448,No,PhD,Medium
S5449,Yes,,Low
S5450,Yes,High School,Medium
S5451,Yes,Bachelor's,Medium
S5452,Yes,High School,Medium
S5453,Yes,Bachelor's,Medium
S5454,Yes,High School,Medium
S5455,Yes,PhD,Medium
S5456,Yes,PhD,Medium
S5457,Yes,Master's,High
S5458,Yes,Bachelor's,High
S5459,Yes,None,Low
S5460,Yes,PhD,High
S5461,Yes,Bachelor's,Low
S5462,Yes,PhD,Medium
S5463,Yes,None,High
S5464,Yes,Bachelor's,Medium
S5465,Yes,Master's,Low
S5466,Yes,Bachelor's,Medium
S5467,Yes,,High
S5468,Yes,,Medium
S5469,Yes,PhD,High
S5470,Yes,Master's,Medium
S5471,Yes,PhD,High
S5472,Yes,None,Low
S5473,Yes,,Medium
S5474,Yes,High School,Low
S5475,Yes,None,Medium
S5476,Yes,PhD,Low
S5477,Yes,Master's,Low
S5478,Yes,PhD,High
S5479,Yes,,Medium
S5480,Yes,,Low
S5481,No,Bachelor's,Medium
S5482,Yes,High School,Medium
S5483,Yes,,Medium
S5484,Yes,,Medium
S5485,No,PhD,Medium
S5486,Yes,Bachelor's,Low
S5487,Yes,High School,Medium
S5488,Yes,,Medium
S5489,Yes,,Medium
S5490,Yes,None,High
S5491,Yes,,Medium
S5492,Yes,PhD,Low
S5493,No,PhD,Low
S5494,Yes,None,Medium
S5495,Yes,None,Medium
S5496,Yes,Bachelor's,Low
S5497,Yes,Master's,Medium
S5498,Yes,High School,Low
S5499,Yes,None,Low
S5500,Yes,Master's,Medium
S5501,Yes,None,High
S5502,Yes,None,Low
S5503,Yes,Bachelor's,Low
S5504,Yes,,Medium
S5505,Yes,Master's,Low
S5506,Yes,Bachelor's,Low
S5507,Yes,PhD,High
S5508,Yes,None,High
S5509,Yes,Bachelor's,Medium
S5510,Yes,,Low
S5511,Yes,PhD,Low
S5512,Yes,Bachelor's,Medium
S5513,Yes,High School,Medium
S5514,No,,Medium
S5515,Yes,None,Low
S5516,Yes,High School,Medium
S5517,Yes,Bachelor's,Low
S5518,Yes,PhD,High
S5519,Yes,Master's,Medium
S5520,Yes,,Low
S5521,Yes,,High
S5522,Yes,Bachelor's,High
S5523,Yes,None,Medium
S5524,Yes,None,Medium
S5525,Yes,PhD,Low
S5526,Yes,PhD,Low
S5527,Yes,High School,Medium
S5528,Yes,None,High
S5529,Yes,Master's,Medium
S5530,Yes,,Medium
S5531,Yes,None,Medium
S5532,Yes,Master's,High
S5533,Yes,,Medium
S5534,Yes,Bachelor's,Low
S5535,Yes,Bachelor's,High
S5536,No,None,Low
S5537,Yes,,Medium
S5538,Yes,Master's,High
S5539,Yes,,Medium
S5540,No,PhD,Medium
S5541,Yes,,Low
S5542,Yes,,Medium
S5543,Yes,PhD,High
S5544,Yes,None,Low
S5545,Yes,High School,Low
S5546,Yes,PhD,Low
S5547,Yes,Bachelor's,Low
S5548,Yes,Bachelor's,Medium
S5549,Yes,High School,Low
S5550,Yes,,Medium
S5551,Yes,PhD,Medium
S5552,Yes,Master's,Medium
S5553,Yes,None,Low
S5554,Yes,PhD,Medium
S5555,Yes,Master's,Medium
S5556,Yes,High School,Medium
S5557,Yes,High School,High
S5558,Yes,High School,High
S5559,Yes,,High
S5560,No,Bachelor's,High
S5561,Yes,High School,Low
S5562,Yes,Master's,Medium
S5563,Yes,Master's,Low
S5564,Yes,None,High
S5565,Yes,High School,High
S5566,Yes,Bachelor's,Low
S5567,Yes,,Medium
S5568,Yes,Bachelor's,High
S5569,Yes,Bachelor's,Medium
S5570,No,,Medium
S5571,Yes,,Low
S5572,Yes,,Medium
S5573,Yes,Bachelor's,Low
S5574,Yes,Bachelor's,Medium
S5575,Yes,,High
S5576,Yes,Master's,Medium
S5577,Yes,Master's,Medium
S5578,Yes,Bachelor's,Medium
S5579,Yes,,Low
S5580,Yes,,High
S5581,Yes,Master's,Low
S5582,Yes,PhD,Low
S5583,Yes,None,High
S5584,No,Bachelor's,Medium
S5585,Yes,PhD,Low
S5586,No,High School,Low
S5587,Yes,Bachelor's,Low
S5588,Yes,High School,High
S5589,Yes,None,Low
S5590,Yes,PhD,High
S5591,Yes,PhD,Low
S5592,No,None,Medium
S5593,Yes,,Medium
S5594,Yes,Bachelor's,Low
S5595,Yes,None,Low
S5596,Yes,,Low
S5597,Yes,High School,Medium
S5598,No,None,High
S5599,Yes,Master's,High
S5600,Yes,PhD,Low
S5601,Yes,,High
S5602,Yes,,Low
S5603,Yes,High School,High
S5604,Yes,Bachelor's,Medium
S5605,Yes,,High
S5606,Yes,,Medium
S5607,Yes,High School,Medium
S5608,Yes,Master's,Medium
S5609,Yes,High School,Medium
S5610,Yes,None,High
S5611,No,Bachelor's,Low
S5612,Yes,None,High
S5613,Yes,,High
S5614,Yes,None,Medium
S5615,Yes,,Low
S5616,Yes,Bachelor's,Low
S5617,Yes,,High
S5618,Yes,Bachelor's,Medium
S5619,Yes,Master's,High
S5620,Yes,,Low
S5621,Yes,Bachelor's,High
S5622,Yes,High School,High
S5623,Yes,Bachelor's,High
S5624,Yes,PhD,Low
S5625,Yes,Master's,Medium
S5626,Yes,Master's,Low
S5627,Yes,Bachelor's,Medium
S5628,Yes,High School,Medium
S5629,Yes,Bachelor's,Low
S5630,Yes,PhD,Low
S5631,No,PhD,Medium
S5632,No,None,Low
S5633,Yes,,Medium
S5634,Yes,Master's,Medium
S5635,Yes,PhD,Medium
S5636,Yes,PhD,Low
S5637,Yes,High School,Medium
S5638,Yes,Bachelor's,Low
S5639,No,,Low
S5640,Yes,PhD,Medium
S5641,Yes,None,Medium
S5642,Yes,Master's,Low
S5643,Yes,None,Low
S5644,Yes,PhD,Low
S5645,Yes,Bachelor's,Medium
S5646,Yes,PhD,Medium
S5647,Yes,,High
S5648,No,,Low
S5649,Yes,,Medium
S5650,No,Bachelor's,Medium
S5651,Yes,None,High
S5652,Yes,,Low
S5653,Yes,None,Low
S5654,Yes,Master's,Low
S5655,Yes,Bachelor's,Medium
S5656,Yes,PhD,High
S5657,Yes,Master's,Low
S5658,Yes,None,Low
S5659,Yes,None,Low
S5660,Yes,,Low
S5661,Yes,PhD,High
S5662,Yes,,Medium
S5663,Yes,High School,Low
S5664,Yes,Master's,Low
S5665,Yes,High School,High
S5666,Yes,PhD,Medium
S5667,Yes,Bachelor's,Medium
S5668,Yes,Master's,Medium
S5669,Yes,High School,Medium
S5670,Yes,None,Low
S5671,Yes,Master's,Low
S5672,Yes,Bachelor's,High
S5673,Yes,,Low
S5674,Yes,PhD,Medium
S5675,No,,High
S5676,Yes,None,Medium
S5677,Yes,Bachelor's,Medium
S5678,Yes,PhD,Medium
S5679,Yes,High School,Low
S5680,Yes,PhD,Medium
S5681,Yes,None,Low
S5682,Yes,None,Low
S5683,Yes,High School,Medium
S5684,Yes,Master's,Medium
S5685,Yes,,High
S5686,Yes,None,Medium
S5687,Yes,Bachelor's,Low
S5688,Yes,High School,High
S5689,Yes,High School,Low
S5690,Yes,Master's,Medium
S5691,Yes,None,Medium
S5692,Yes,,Low
S5693,Yes,PhD,Low
S5694,Yes,Bachelor's,Medium
S5695,Yes,Bachelor's,High
S5696,Yes,PhD,Medium
S5697,Yes,Bachelor's,Medium
S5698,Yes,PhD,Medium
S5699,Yes,Bachelor's,Medium
S5700,Yes,High School,Medium
S5701,Yes,Master's,Low
S5702,Yes,None,High
S5703,No,None,Medium
S5704,Yes,None,Low
S5705,Yes,None,Low
S5706,Yes,,Low
S5707,Yes,PhD,Low
S5708,Yes,High School,Low
S5709,Yes,Master's,Medium
S5710,Yes,None,Medium
S5711,Yes,Bachelor's,High
S5712,Yes,Bachelor's,Low
S5713,Yes,,Medium
S5714,Yes,,High
S5715,Yes,None,Medium
S5716,Yes,High School,Low
S5717,Yes,Bachelor's,Medium
S5718,Yes,Bachelor's,Medium
S5719,Yes,PhD,High
S5720,Yes,,Low
S5721,Yes,None,Medium
S5722,Yes,None,Medium
S5723,Yes,Bachelor's,Low
S5724,Yes,PhD,Low
S5725,Yes,Master's,Low
S5726,Yes,Bachelor's,Low
S5727,Yes,Master's,Low
S5728,Yes,Bachelor's,Medium
S5729,No,,Medium
S5730,Yes,None,High
S5731,Yes,None,Low
S5732,Yes,Master's,Low
S5733,No,,Low
S5734,Yes,None,High
S5735,Yes,,High
S5736,Yes,PhD,Low
S5737,Yes,Master's,Low
S5738,Yes,High School,High
S5739,Yes,PhD,Medium
S5740,Yes,None,Medium
S5741,Yes,Bachelor's,Medium
S5742,Yes,Bachelor's,Medium
S5743,Yes,None,Low
S5744,Yes,High School,Low
S5745,Yes,Master's,Low
S5746,Yes,None,Medium
S5747,Yes,Bachelor's,High
S5748,Yes,,Low
S5749,Yes,High School,High
S5750,Yes,,Medium
S5751,Yes,Bachelor's,Low
S5752,Yes,,Medium
S5753,Yes,None,Low
S5754,Yes,High School,Low
S5755,Yes,High School,Low
S5756,Yes,Master's,Low
S5757,Yes,Bachelor's,Medium
S5758,Yes,Bachelor's,High
S5759,Yes,High School,Medium
S5760,Yes,,Medium
S5761,Yes,High School,Medium
S5762,Yes,None,Medium
S5763,Yes,Master's,Low
S5764,Yes,Bachelor's,Low
S5765,Yes,Bachelor's,Medium
S5766,Yes,Bachelor's,Medium
S5767,Yes,Bachelor's,High
S5768,Yes,Master's,Low
S5769,Yes,High School,Medium
S5770,Yes,Bachelor's,Low
S5771,Yes,PhD,High
S5772,Yes,None,Medium
S5773,Yes,None,Medium
S5774,Yes,,Medium
S5775,Yes,None,Medium
S5776,Yes,None,Low
S5777,Yes,Master's,Medium
S5778,Yes,None,Medium
S5779,Yes,Master's,Low
S5780,Yes,,High
S5781,Yes,Master's,Low
S5782,Yes,None,Low
S5783,Yes,PhD,Low
S5784,Yes,High School,High
S5785,Yes,Master's,Low
S5786,Yes,PhD,High
S5787,Yes,High School,Medium
S5788,No,High School,Low
S5789,Yes,PhD,Medium
S5790,Yes,Bachelor's,High
S5791,Yes,Bachelor's,Medium
S5792,Yes,Master's,Low
S5793,No,,Low
S5794,Yes,Master's,Low
S5795,Yes,PhD,Low
S5796,Yes,Bachelor's,Low
S5797,Yes,Bachelor's,Medium
S5798,Yes,None,Low
S5799,No,,Medium
S5800,Yes,,Low
S5801,Yes,None,High
S5802,Yes,PhD,Medium
S5803,Yes,Master's,High
S5804,Yes,Master's,Medium
S5805,Yes,None,Low
S5806,Yes,None,High
S5807,No,Master's,Medium
S5808,Yes,High School,Low
S5809,Yes,,Medium
S5810,Yes,High School,Low
S5811,Yes,PhD,Low
S5812,Yes,PhD,High
S5813,Yes,Bachelor's,High
S5814,Yes,Bachelor's,Low
S5815,No,High School,Medium
S5816,Yes,Master's,Medium
S5817,Yes,,Medium
S5818,No,,Medium
S5819,Yes,High School,Medium
S5820,Yes,Master's,Medium
S5821,Yes,,Low
S5822,No,PhD,Medium
S5823,Yes,,Medium
S5824,Yes,None,Low
S5825,Yes,,Low
S5826,Yes,Bachelor's,Medium
S5827,Yes,Bachelor's,Low
S5828,No,Master's,High
S5829,Yes,Bachelor's,Low
S5830,Yes,Bachelor's,Medium
S5831,Yes,,High
S5832,Yes,Bachelor's,High
S5833,No,Master's,Medium
S5834,Yes,Master's,Low
S5835,Yes,PhD,Medium
S5836,No,High School,Low
S5837,Yes,High School,Low
S5838,Yes,High School,High
S5839,Yes,Master's,Low
S5840,Yes,Bachelor's,Medium
S5841,Yes,High School,Medium
S5842,Yes,Bachelor's,Low
S5843,Yes,Bachelor's,High
